title,duration,price,students,has_discount,is_free,price_log,students_log
Learn How To Trade Gold In 2017,1.0,200.0,2,False,False,5.303304908059076,1.0986122886681096
IAS 18 - Revenue,4.5,0.0,2571,False,True,0.0,7.85243908535751
Forex Trading: The High ROI Forex Trading End of Day Course,2.5,125.0,8,False,False,4.836281906951478,2.1972245773362196
Fundraise the Simplified Way: A Crowdfunding Blueprint,1.0,35.0,7,False,False,3.58351893845611,2.0794415416798357
Fundamentals of Accounting for Business Owners,2.5,20.0,217,False,False,3.044522437723423,5.384495062789089
Practical Financial Statement Analysis,4.5,75.0,22,False,False,4.330733340286331,3.1354942159291497
Forex Management - Detailed Study for CA / CS / CFA Exams,3.0,50.0,131,False,False,3.9318256327243257,4.882801922586371
Financial Statement Review 101:  How to Find Errors,2.0,30.0,5,False,False,3.4339872044851463,1.791759469228055
Professional Risk Manager (PRM) Certification: Level 1,24.0,50.0,116,False,False,3.9318256327243257,4.762173934797756
International Tax  - Tax Beyond boundaries,19.5,100.0,27,False,False,4.61512051684126,3.332204510175204
The Complete Financial Statement Analysis Course,3.0,150.0,912,False,False,5.017279836814924,6.816735880594968
Advanced Excel functions,1.5,20.0,1964,False,False,3.044522437723423,7.583247524303362
Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),1.5,200.0,1033,False,False,5.303304908059076,6.9411900550683745
Candlestick Analysis For Professional Traders,2.0,95.0,913,False,False,4.564348191467836,6.81783057145415
